"","Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place"
"682","Hamsih Young","M","SBD","Wraps",32,"24-34","M-OR",89,"90",215,-220,-225,NA,215,125,-135,-135,NA,125,225,235,-240,NA,235,575,"3"
"683","Anthony Cooke","M","SBD","Wraps",20,"20-23","M-OR",87.9,"90",162.5,175,180,NA,180,107.5,120,125,NA,125,180,-200,200,NA,200,505,"4"
"684","Dean Carrol","M","SBD","Wraps",38,"35-39","M-OR",87.9,"90",220,225,-235,NA,225,-140,-140,-140,NA,NA,235,245,255,NA,255,NA,"DQ"
"685","Anthony Vloedmans","M","SBD","Wraps",29,"24-34","M-OR",98.6,"100",225,237.5,250,NA,250,120,130,-137.5,NA,130,250,-270,-270,NA,250,630,"1"
"686","Bryan Mckenna","M","SBD","Wraps",25,"24-34","M-OR",93.3,"100",167.5,182.5,197.5,NA,197.5,115,127.5,135,NA,135,192.5,210,225,NA,225,557.5,"2"
"687","Jason Pagen","M","SBD","Wraps",32,"24-34","M-OR",108.1,"110",230,242.5,-250,NA,242.5,-140,145,150,NA,150,260,270,280,NA,280,672.5,"1"
"688","Brandon Greco","M","SBD","Wraps",22,"20-23","M-OR",105.8,"110",225,232.5,245,NA,245,127.5,135,140,NA,140,260,272.5,280,NA,280,665,"2"
"689","Josh Sugden","M","SBD","Wraps",23,"20-23","M-OR",108.4,"110",240,-250,260,NA,260,150,157.5,-162.5,NA,157.5,240,-250,-250,NA,240,657.5,"3"
"690","Matt Stopel","M","SBD","Wraps",25,"24-34","M-OR",133.5,"140",230,-240,240,NA,240,145,155,-162.5,NA,155,-250,265,-285,NA,265,660,"1"
"691","Alicia Parker","F","SBD","Wraps",33,"24-34","F-OR",64.6,"67.5",125,130,135,NA,135,77.5,82.5,85,NA,85,155,160,-165,NA,160,380,"2"
"692","Brittany Jones","F","SBD","Wraps",21,"20-23","F-OR",80.45,"82.5",110,120,-127.5,NA,120,45,50,-52.5,NA,50,100,107.5,115,NA,115,285,"1"
"693","Carly McEvoy","F","SBD","Wraps",30,"24-34","F-OR",120,"110+",150,165,175,NA,175,87.5,95,-100,NA,95,150,165,-175,NA,165,435,"1"
"694","Debbie Leven","F","SBD","Wraps",36,"35-39","F-OR",66.3,"67.5",60,70,80,NA,80,40,45,50,NA,50,80,90,100,NA,100,230,"4"
"695","Kathryn Mohide","F","B","Raw",27,"24-34","F-OR",86.9,"90",NA,NA,NA,NA,NA,52.5,55,-60,NA,55,NA,NA,NA,NA,NA,55,"1"
"696","Kirsten Mead","F","SBD","Wraps",43,"40-44","F-OR",66,"67.5",80,85,87.5,NA,87.5,50,55,57.5,NA,57.5,100,110,NA,NA,110,255,"3"
"697","Lauren Green","F","SBD","Wraps",38,"35-39","F-OR",67,"67.5",-200,200,210,NA,210,85,NA,NA,NA,85,180,NA,NA,NA,180,475,"1"
"698","Nicola Foley","F","SBD","Wraps",18,"18-19","F-OR",107.7,"110",-125,125,132.5,NA,132.5,70,75,80,-82.5,80,125,132.5,-140,NA,132.5,345,"1"
"699","Vashti Halton","F","SBD","Wraps",43,"40-44","F-OR",72.95,"75",90,100,112.5,NA,112.5,55,60,65,NA,65,125,137.5,150,NA,150,327.5,"1"
"700","Yara Yammine","F","SBD","Wraps",23,"20-23","F-OR",60,"60",150,162.5,-170,NA,162.5,72.5,77.5,-82.5,NA,77.5,-157.5,-165,-165,NA,NA,NA,"DQ"
"701","Andrew Clatabiano","M","B","Raw",29,"24-34","M-OR",123,"125",NA,NA,NA,NA,NA,225,240,-250,NA,240,NA,NA,NA,NA,NA,240,"1"
"702","Angus Calvert","M","SBD","Wraps",22,"20-23","M-OR",107.3,"110",255,270,285,NA,285,155,167.5,172.5,NA,172.5,272.5,292.5,300,NA,300,757.5,"4"
"703","Ben Chan","M","SBD","Wraps",36,"35-39","M-OR",83,"90",205,212.5,217.5,NA,217.5,147.5,152.5,-157.5,NA,152.5,252.5,262.5,-272.5,NA,262.5,632.5,"3"
"704","Ben Wright #1","M","SBD","Wraps",25,"24-34","M-OR",82.4,"82.5",-265,-280,-280,NA,NA,-140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DQ"
"705","Brandon Greco","M","SBD","Wraps",26,"24-34","M-OR",99.5,"100",230,240,250,NA,250,140,147.5,NA,NA,147.5,240,NA,NA,NA,240,637.5,"1"
"706","Brendan Zeidin","M","SBD","Wraps",26,"24-34","M-OR",118.8,"125",215,225,235,NA,235,120,127.5,135,NA,135,205,220,-230,NA,220,590,"4"
"707","Campbell McLaren","M","SBD","Wraps",20,"20-23","M-OR",106,"110",180,190,200,NA,200,135,145,150,NA,150,235,245,250,NA,250,600,"6"
"708","Damien Crane","M","SBD","Wraps",48,"45-49","M-OR",95.9,"100",-180,-190,-200,NA,NA,150,160,170,NA,170,220,260,280,NA,280,NA,"DQ"
"709","Damien Parsons","M","B","Raw",40,"40-44","M-OR",107.3,"110",NA,NA,NA,NA,NA,180,185,190,-195,190,NA,NA,NA,NA,NA,190,"1"
"710","Daniel Blanford","M","SBD","Wraps",29,"24-34","M-OR",109,"110",315,330,340,NA,340,187.5,195,200,NA,200,315,330,-342.5,NA,330,870,"1"
"711","Daniel Watson #1","M","SBD","Wraps",38,"35-39","M-OR",120.4,"125",-200,200,215,NA,215,155,165,175,NA,175,260,280,300,NA,300,690,"3"
"712","David Burt","M","B","Raw",29,"24-34","M-OR",94.8,"100",NA,NA,NA,NA,NA,160,170,-180,NA,170,NA,NA,NA,NA,NA,170,"1"
"713","Ethan Uili","M","SBD","Wraps",24,"24-34","M-OR",89.1,"90",205,230,240,NA,240,120,132.5,-140,NA,132.5,235,250,-260,NA,250,622.5,"4"
"714","James Harris","M","SBD","Wraps",24,"24-34","M-OR",84.9,"90",215,-225,-225,NA,215,150,-160,-160,NA,150,250,265,275,NA,275,640,"2"
"715","Leroy Scott","M","SBD","Wraps",33,"24-34","M-OR",115.8,"125",285,300,310,NA,310,185,192.5,-200,NA,192.5,255,270,-280,NA,270,772.5,"1"
"716","Luke Coleman","M","SBD","Wraps",31,"24-34","M-OR",87.9,"90",-230,230,245,NA,245,135,145,-155,NA,145,240,260,NA,NA,260,650,"1"
"717","Luke Shakespeare","M","SBD","Wraps",24,"24-34","M-OR",107.8,"110",315,327.5,337.5,NA,337.5,185,190,-195,NA,190,305,317.5,327.5,NA,327.5,855,"2"
"718","Matthew Douglas","M","SBD","Wraps",34,"24-34","M-OR",81,"82.5",205,-217.5,217.5,NA,217.5,110,120,-125,NA,120,215,-230,-230,NA,215,552.5,"1"
"719","Mike Lina","M","SBD","Wraps",31,"24-34","M-OR",81.8,"82.5",-185,195,205,NA,205,87.5,97.5,107.5,NA,107.5,210,220,-225,NA,220,532.5,"2"
"720","Nathan Jones","M","SBD","Wraps",41,"40-44","M-OR",107.8,"110",305,325,335,NA,335,197.5,205,-207.5,NA,205,295,310,NA,NA,310,850,"3"
"721","Nathan Yerbury","M","SBD","Wraps",42,"40-44","M-OR",97.4,"100",-230,-250,NA,NA,NA,-140,NA,NA,NA,NA,270,NA,NA,NA,270,NA,"DQ"
"722","Rhys Fowler","M","SBD","Wraps",24,"24-34","M-OR",123.3,"125",240,255,-260,NA,255,170,180,185,NA,185,280,300,-307.5,NA,300,740,"2"
"723","Tony Strauf","M","SBD","Wraps",52,"50-54","M-OR",105.3,"110",-190,-210,215,NA,215,135,145,155,NA,155,210,240,-255,NA,240,610,"5"
"724","Wulff Breitsameter","M","SBD","Wraps",74,"70-74","M-OR",105.1,"110",-155,162.5,167.5,NA,167.5,120,125,130,NA,130,182.5,187.5,-192.5,NA,187.5,485,"7"
"725","Alex Smith","F","SBD","Wraps",25,"24-34","F-OR",54.9,"56",95,-105,-105,NA,95,55,57.5,60,NA,60,125,132.5,135,NA,135,290,"1"
"726","Lauren Ashleigh","F","SBD","Wraps",27,"24-34","F-OR",56.3,"60",80,-90,95,NA,95,-55,-60,60,NA,60,110,117.5,125,NA,125,280,"1"
"727","Mel Walsh","F","SBD","Wraps",38,"35-39","F-OR",59.9,"60",70,80,-85,NA,80,55,-60,62.5,NA,62.5,100,110,120,NA,120,262.5,"2"
"728","Ebonie Laz","F","SBD","Wraps",18,"18-19","F-OR",60.8,"67.5",105,-115,-115,NA,105,55,60,-65,NA,60,105,110,-117.5,NA,110,275,"1"
"729","Sonia Taylor","F","SBD","Wraps",47,"45-49","F-OR",62.1,"67.5",72.5,82.5,92.5,NA,92.5,-52.5,57.5,-62.5,NA,57.5,112.5,117.5,122.5,NA,122.5,272.5,"2"
"730","Natalie Chapman","F","SBD","Wraps",37,"35-39","F-OR",60.9,"67.5",40,50,65,NA,65,30,37.5,45,NA,45,80,100,112.5,NA,112.5,222.5,"3"
"731","Alec McGuffog","M","SBD","Wraps",19,"18-19","M-OR",73.4,"75",210,-230,230,-241,230,102.5,110,-115,NA,110,220,237.5,-252.5,NA,237.5,577.5,"1"
"732","Justin Faella","M","SBD","Wraps",28,"24-34","M-OR",72.7,"75",100,130,-135,NA,130,80,-92.5,-92.5,NA,80,175,190,205,NA,205,415,"2"
"733","Lyndall Vile","F","SBD","Wraps",25,"24-34","F-OR",73.8,"75",-130,-135,135,NA,135,55,57.5,60,NA,60,155,160,165,NA,165,360,"1"
"734","Alicia Bondaruk","F","SBD","Wraps",32,"24-34","F-OR",68.2,"75",-65,70,85,NA,85,60,67.5,-72.5,NA,67.5,115,125,135,NA,135,287.5,"2"
"735","Ray Carlisle","M","SBD","Multi-ply",28,"24-34","M-OE",79,"82.5",-250,275,-292.5,NA,275,150,160,-170,NA,160,230,242.5,255,-260,255,690,"1"
"736","Jamie Cross","M","SBD","Wraps",24,"24-34","M-OR",82.2,"82.5",170,185,195,NA,195,-110,110,125,NA,125,200,215,230,NA,230,550,"1"
"737","Kristy Fuderer","F","SBD","Wraps",31,"24-34","F-OR",78.3,"82.5",-130,135,140,NA,140,70,80,-90,NA,80,150,170,180,-187.5,180,400,"1"
"738","Jack Smith","M","SBD","Wraps",22,"20-23","M-OR",76.8,"82.5",100,110,115,NA,115,60,67.5,70,NA,70,130,140,-160,NA,140,325,"2"
"739","Lucas Walker","M","SBD","Wraps",29,"24-34","M-OR",87.3,"90",180,195,205,NA,205,105,117.5,125,NA,125,212.5,237.5,-250,NA,237.5,567.5,"1"
"740","Jeremy White","M","SBD","Wraps",30,"24-34","M-OR",83.9,"90",170,180,190,NA,190,120,125,-127.5,NA,125,220,232.5,245,NA,245,560,"2"
"741","Elena Rasmussen","F","SBD","Wraps",24,"24-34","F-OR",89.6,"90",135,145,160,NA,160,80,-85,85,NA,85,160,170,175,185,175,420,"1"
"742","Alex Lowe","M","SBD","Wraps",24,"24-34","M-OR",99.6,"100",-300,300,NA,NA,300,210,220,NA,NA,220,320,NA,NA,NA,320,840,"1"
"743","Simon Wang","M","SBD","Multi-ply",31,"24-34","M-OE",96.2,"100",250,260,-275,NA,260,175,185,-195,NA,185,230,240,250,NA,250,695,"1"
"744","Tommy Khoury","M","SBD","Wraps",25,"24-34","M-OR",99.5,"100",-210,210,225,NA,225,150,157.5,160,NA,160,250,-265,-270,NA,250,635,"2"
"745","Daniel Dametto","M","SBD","Wraps",23,"20-23","M-OR",97.1,"100",200,220,-235,NA,220,115,125,-135,NA,125,260,280,-300,NA,280,625,"3"
"746","Ross Rowe","M","SBD","Wraps",36,"35-39","M-OR",95.5,"100",150,160,170,NA,170,95,-102.5,-102.5,NA,95,180,190,197.5,NA,197.5,462.5,"4"
"747","Stevo Collier","M","SBD","Wraps",19,"18-19","M-OR",96.5,"100",-60,70,NA,NA,70,70,80,-87.5,NA,80,170,185,195,NA,195,345,"5"
"748","Andrew Laz","M","SBD","Wraps",44,"40-44","M-OR",98.3,"100",80,NA,NA,NA,80,75,NA,NA,NA,75,130,NA,NA,NA,130,285,"6"
"749","Nick Rankin","M","SBD","Wraps",28,"24-34","M-OR",104.5,"110",245,-265,-265,NA,245,-150,155,-160,NA,155,275,290,-300,NA,290,690,"1"
"750","Mike Bray","M","SBD","Wraps",21,"20-23","M-OR",108.3,"110",200,220,NA,NA,220,-135,135,140,NA,140,255,275,-290,NA,275,635,"2"
"751","Daniel Dakis","M","SBD","Wraps",23,"20-23","M-OR",109.7,"110",220,225,-230,NA,225,160,-165,-165,NA,160,210,220,230,NA,230,615,"3"
"752","Alex Smith","M","SBD","Wraps",21,"20-23","M-OR",102.8,"110",150,165,-180,NA,165,105,115,-120,NA,115,205,220,230,NA,230,510,"4"
"753","Jeremy Wilson","M","SBD","Wraps",23,"20-23","M-OR",110.3,"125",250,280,295,NA,295,180,190,-200,NA,190,-280,290,NA,NA,290,775,"1"
"754","Matthew Selves","M","SBD","Wraps",27,"24-34","M-OR",120.2,"125",235,245,-260,NA,245,175,-187.5,-187.5,NA,175,270,285,-290,NA,285,705,"2"
"755","Micky Read","M","SBD","Wraps",31,"24-34","M-OR",124.7,"125",210,220,235,NA,235,125,135,-140,NA,135,230,240,250,NA,250,620,"3"
"756","Jake Fisher","M","SBD","Wraps",22,"20-23","M-OR",111.5,"125",140,160,180,NA,180,110,120,130,NA,130,200,220,240,NA,240,550,"4"
"757","Colin Skelly","M","SBD","Wraps",29,"24-34","M-OR",116.5,"125",140,145,-147.5,NA,145,95,102.5,110,NA,110,160,-170,170,NA,170,425,"5"
"758","Heather Davidson","F","B","Multi-ply",31,"24-34","F-OE",134.1,"90+",NA,NA,NA,NA,NA,-130,-130,-135,NA,NA,NA,NA,NA,NA,NA,NA,"DQ"
"759","Alex Atkinson","F","SBD","Wraps",54,"50-54","F-OR",51.85,"52",55,62.5,70,NA,70,37.5,40,-42.5,NA,40,100,105,-110,NA,105,215,"3"
"760","Alicia Parker","F","SBD","Wraps",32,"24-34","F-OR",67.5,"67.5",115,120,125,NA,125,70,75,80,NA,80,140,145,150,NA,150,355,"3"
"761","Anna Badenhorst","F","SBD","Wraps",32,"24-34","F-OR",59.5,"60",120,-125,127.5,NA,127.5,62.5,67.5,70,NA,70,130,135,-142.5,NA,135,332.5,"2"
"762","Bev Morgan","F","SBD","Wraps",55,"55-59","F-OR",66.55,"67.5",-100,110,-117.5,NA,110,45,55,60,NA,60,147.5,160,-167.5,NA,160,330,"4"
"763","Carly McEvoy","F","SBD","Wraps",35,"35-39","F-OR",119.85,"110+",145,-155,-155,NA,145,75,85,90,NA,90,-145,150,-160,NA,150,385,"3"
"764","Chris Lim","F","SBD","Wraps",35,"35-39","F-OR",48,"48",102.5,-110,110,NA,110,37.5,42.5,45,NA,45,110,120,-127.5,NA,120,275,"1"
"765","Daniella Tuimatai","F","SBD","Wraps",28,"24-34","F-OR",132.45,"110+",220,235,250,NA,250,85,92.5,97.5,NA,97.5,205,220,230,NA,230,577.5,"1"
"766","Ebony Thompson","F","SBD","Wraps",26,"24-34","F-OR",106.4,"110",147.5,157.5,-160,NA,157.5,75,80,-85,NA,80,150,165,172.5,NA,172.5,410,"4"
"767","Emily McGregor","F","SBD","Wraps",25,"24-34","F-OR",80.8,"82.5",110,120,130,NA,130,52.5,57.5,62.5,NA,62.5,125,135,145,NA,145,337.5,"4"
"768","Isabella Tangino","F","SBD","Wraps",32,"24-34","F-OR",99.7,"110",170,-180,180,NA,180,55,65,75,NA,75,155,165,180,NA,180,435,"3"
"769","Jaymi Morris","F","SBD","Wraps",25,"24-34","F-OR",78.95,"82.5",175,180,-187.5,NA,180,-100,105,-107.5,NA,105,195,-205,-205,NA,195,480,"1"
"770","Jessica Harnwell","F","SBD","Wraps",36,"35-39","F-OR",72.45,"75",102.5,107.5,-112.5,NA,107.5,52.5,-57.5,-57.5,NA,52.5,112.5,120,-127.5,NA,120,280,"5"
"771","Justine Baxter","F","SBD","Wraps",31,"24-34","F-OR",74.3,"75",-160,-160,-160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DQ"
"772","Kalina Vikilani","F","SBD","Wraps",30,"24-34","F-OR",132.8,"110+",200,212.5,220,NA,220,105,115,120,NA,120,152.5,165,-175,NA,165,505,"2"
"773","Keeta Davis","F","SBD","Wraps",24,"24-34","F-OR",72.7,"75",-185,185,200,NA,200,110,115,120,NA,120,185,197.5,205,NA,205,525,"1"
"774","Laura Armenian","F","SBD","Wraps",25,"24-34","F-OR",82.3,"82.5",135,145,152.5,NA,152.5,75,82.5,87.5,NA,87.5,135,142.5,-147.5,NA,142.5,382.5,"3"
"775","Lauren Green","F","SBD","Wraps",38,"35-39","F-OR",66.4,"67.5",190,200,210,NA,210,95,100,-105,NA,100,195,205,212.5,NA,212.5,522.5,"1"
"776","Lauren Simonson","F","SBD","Wraps",24,"24-34","F-OR",66.7,"67.5",95,105,110,NA,110,55,60,-62.5,NA,60,125,135,142.5,NA,142.5,312.5,"6"
"777","Maia Stier","F","SBD","Wraps",29,"24-34","F-OR",74.15,"75",135,150,-160,NA,150,87.5,95,-100,NA,95,155,165,170,NA,170,415,"2"
"778","Nat Ingram","F","SBD","Wraps",33,"24-34","F-OR",52,"52",125,-132.5,132.5,NA,132.5,67.5,70,72.5,NA,72.5,127.5,135,-142.5,NA,135,340,"1"
"779","Nina Blundell","F","SBD","Wraps",27,"24-34","F-OR",79,"82.5",-142.5,142.5,152.5,NA,152.5,72.5,77.5,80,NA,80,165,172.5,-177.5,NA,172.5,405,"2"
"780","Renae Gillespie","F","SBD","Wraps",32,"24-34","F-OR",58.85,"60",137.5,145,-155,NA,145,50,57.5,-62.5,NA,57.5,140,150,-155,NA,150,352.5,"1"
"781","Ruby Vella","F","SBD","Wraps",24,"24-34","F-OR",53.7,"56",145,-150,-150,NA,145,75,85,-90,NA,85,175,185,-190,NA,185,415,"1"
"782","Sarah Knox","F","SBD","Wraps",32,"24-34","F-OR",81.3,"82.5",100,107.5,-112.5,NA,107.5,-57.5,60,-62.5,NA,60,110,117.5,125,NA,125,292.5,"5"
"783","Shannon Sullivan","F","SBD","Wraps",30,"24-34","F-OR",97.55,"110",180,190,200,NA,200,95,100,105,NA,105,180,190,195,NA,195,500,"2"
"784","Soraya Timms","F","SBD","Wraps",33,"24-34","F-OR",108.8,"110",220,-237.5,NA,NA,220,102.5,112.5,-117.5,NA,112.5,190,202.5,-210,NA,202.5,535,"1"
"785","Tayla Fisher","F","SBD","Wraps",25,"24-34","F-OR",65.4,"67.5",115,125,132.5,NA,132.5,55,60,NA,NA,60,110,120,-130,NA,120,312.5,"5"
"786","Tiffany Kiem","F","SBD","Wraps",29,"24-34","F-OR",67.75,"75",135,145,-155,NA,145,55,60,-65,NA,60,130,140,147.5,NA,147.5,352.5,"3"
"787","Valerie Ferris","F","SBD","Wraps",59,"55-59","F-OR",50.75,"52",70,-75,80,NA,80,40,45,-50,NA,45,105,115,120,NA,120,245,"2"
"788","Vashti Halton","F","SBD","Wraps",43,"40-44","F-OR",73.4,"75",80,-90,90,NA,90,52.5,60,-65,NA,60,115,125,132.5,NA,132.5,282.5,"4"
"789","Yara Yammine","F","SBD","Wraps",23,"20-23","F-OR",61.85,"67.5",150,160,165,NA,165,70,77.5,80,NA,80,155,167.5,-172.5,NA,167.5,412.5,"2"
"790","Aaron Howe","M","SBD","Wraps",23,"20-23","M-OR",97.45,"100",240,260,272.5,NA,272.5,130,140,-152.5,NA,140,230,245,255,NA,255,667.5,"9"
"791","Aaron Jullien","M","SBD","Wraps",27,"24-34","M-OR",82.15,"82.5",200,220,-227.5,NA,220,105,110,115,NA,115,195,210,-217.5,NA,210,545,"5"
"792","Andrej Gocanin","M","SBD","Wraps",29,"24-34","M-OR",108.2,"110",190,210,220,NA,220,150,-160,160,NA,160,287.5,307.5,315,NA,315,695,"7"
"793","Beau Creevy","M","SBD","Wraps",31,"24-34","M-OR",110,"110",260,280,287.5,NA,287.5,165,177.5,180,NA,180,260,270,280,NA,280,747.5,"4"
"794","Ben Chan","M","SBD","Wraps",34,"24-34","M-OR",82.4,"82.5",-205,205,212.5,NA,212.5,145,150,155,NA,155,245,257.5,270,NA,270,637.5,"2"
"795","Ben Kerr","M","SBD","Wraps",26,"24-34","M-OR",106.5,"110",280,290,300,NA,300,170,180,190,NA,190,260,275,285,NA,285,775,"2"
"796","Brent Bevan","M","SBD","Wraps",28,"24-34","M-OR",98.75,"100",295,-307.5,-307.5,NA,295,180,190,NA,NA,190,240,260,275,NA,275,760,"4"
"797","Brodie McNally","M","SBD","Wraps",19,"18-19","M-OR",99.9,"100",240,265,280,NA,280,140,147.5,155,NA,155,260,280,-285,NA,280,715,"7"
"798","Chris Mott","M","SBD","Wraps",24,"24-34","M-OR",88.9,"90",250,267.5,275,NA,275,150,160,-165,NA,160,-250,250,-265,NA,250,685,"3"
"799","Danial Kelly","M","SBD","Wraps",36,"35-39","M-OR",109,"110",-280,280,-300,NA,280,140,-147.5,147.5,NA,147.5,255,272.5,NA,NA,272.5,700,"5"
"800","Daniel Blanford","M","SBD","Wraps",28,"24-34","M-OR",99.95,"100",290,-315,315,NA,315,185,-192.5,192.5,NA,192.5,300,315,320,NA,320,827.5,"1"
"801","Daniel Ryan","M","SBD","Wraps",30,"24-34","M-OR",81.05,"82.5",220,230,235,NA,235,135,142.5,NA,NA,142.5,220,240,252.5,NA,252.5,630,"3"
"802","Dean Koenig","M","SBD","Wraps",31,"24-34","M-OR",98.05,"100",265,275,-285,NA,275,167.5,175,-182.5,NA,175,275,-285,-285,NA,275,725,"5"
"803","Dylan Hawkins","M","SBD","Wraps",24,"24-34","M-OR",108,"110",300,-315,-320,NA,300,177.5,190,200,NA,200,-290,290,305,NA,305,805,"1"
"804","Greg Seymour","M","SBD","Wraps",21,"20-23","M-OR",105.7,"110",160,175,185,NA,185,90,95,-105,NA,95,230,260,-275,NA,260,540,"8"
"805","Hayden Reid","M","SBD","Wraps",26,"24-34","M-OR",81.25,"82.5",-240,250,260,NA,260,135,142.5,150,NA,150,-232.5,240,-250,NA,240,650,"1"
"806","Jagan Blair-Summons","M","SBD","Wraps",22,"20-23","M-OR",88.1,"90",195,-205,-205,NA,195,-130,-130,NA,NA,NA,210,215,220,NA,220,NA,"DQ"
"807","James Brigden","M","SBD","Wraps",46,"45-49","M-OR",108.8,"110",120,-130,140,NA,140,90,100,110,NA,110,175,185,200,NA,200,450,"9"
"808","James Laidler","M","SBD","Wraps",34,"24-34","M-OR",97.25,"100",140,150,165,NA,165,125,132.5,-140,NA,132.5,190,205,215,NA,215,512.5,"12"
"809","James Yammine","M","SBD","Wraps",22,"20-23","M-OR",122.1,"125",330,-350,350,NA,350,170,175,180,NA,180,320,-340,-340,NA,320,850,"3"
"810","Jan Trefný","M","SBD","Wraps",20,"20-23","M-OR",115.1,"125",250,265,275,NA,275,120,130,140,NA,140,250,-285,285,NA,285,700,"5"
"811","Jax Wearing","M","SBD","Wraps",32,"24-34","M-OR",80.7,"82.5",200,210,220,NA,220,132.5,137.5,-142.5,NA,137.5,190,205,-212.5,NA,205,562.5,"4"
"812","Jordan Anderson","M","SBD","Wraps",24,"24-34","M-OR",98.1,"100",245,260,270,NA,270,160,170,175,NA,175,250,260,270,NA,270,715,"6"
"813","Jordan Ramirez","M","SBD","Wraps",22,"20-23","M-OR",116.4,"125",260,-275,-275,NA,260,150,160,165,NA,165,275,290,300,NA,300,725,"4"
"814","Joseph El-Hage","M","SBD","Wraps",32,"24-34","M-OR",94.9,"100",190,195,-200,NA,195,135,140,-150,NA,140,-240,-240,NA,NA,NA,NA,"DQ"
"815","Justin Lindner","M","SBD","Wraps",35,"35-39","M-OR",134.1,"140",-220,-220,-220,NA,NA,160,170,NA,NA,170,220,240,-250,NA,240,NA,"DQ"
"816","Kevin Yuan","M","SBD","Wraps",24,"24-34","M-OR",99.1,"100",280,-300,300,NA,300,-215,221,-227.5,NA,221,280,300,-320,NA,300,821,"3"
"817","Kieran Brown","M","SBD","Wraps",25,"24-34","M-OR",110,"110",260,285,-300,NA,285,175,185,-195,NA,185,290,310,-325,NA,310,780,"3"
"818","Leon Ryder","M","SBD","Wraps",25,"24-34","M-OR",80,"82.5",145,155,165,NA,165,90,95,-102.5,NA,95,175,190,200,NA,200,460,"6"
"819","Martín Muñoz","M","SBD","Wraps",27,"24-34","M-OR",99.8,"100",325,-340,-342.5,NA,325,185,192.5,200,NA,200,285,300,-305,NA,300,825,"2"
"820","Motti Kaplan","M","SBD","Wraps",32,"24-34","M-OR",87.75,"90",185,190,200,NA,200,130,135,-140,NA,135,255,-265,-265,NA,255,590,"4"
"821","Nathan Yerbury","M","SBD","Wraps",42,"40-44","M-OR",99.2,"100",210,230,245,NA,245,135,155,160,NA,160,265,292.5,-302.5,NA,292.5,697.5,"9"
"822","Nick Ockrim","M","SBD","Wraps",30,"24-34","M-OR",124.7,"125",340,-355,-355,NA,340,230,-240,-240,NA,230,330,345,355,NA,355,925,"1"
"823","Ofir Birenbaum","M","SBD","Wraps",31,"24-34","M-OR",90,"90",275,-302.5,302.5,NA,302.5,150,155,160,NA,160,250,275,-285,NA,275,737.5,"1"
"824","Patrick McNamara","M","SBD","Wraps",24,"24-34","M-OR",99.1,"100",200,220,-250,NA,220,140,150,NA,NA,150,220,250,NA,NA,250,620,"11"
"825","Rhyze MacNamara","M","SBD","Wraps",25,"24-34","M-OR",130.7,"140",230,250,270,NA,270,140,165,180,NA,180,260,280,-300,NA,280,730,"1"
"826","Richard Southon","M","SBD","Wraps",26,"24-34","M-OR",121.35,"125",-255,-255,270,NA,270,100,NA,NA,NA,100,260,275,-285,NA,275,645,"6"
"827","Rick Alchin","M","SBD","Wraps",28,"24-34","M-OR",99.45,"100",-250,250,-255,NA,250,-160,165,-170,NA,165,255,270,-285,NA,270,685,"8"
"828","Ryan Ackermann","M","SBD","Wraps",26,"24-34","M-OR",88.3,"90",295,-305,-305,NA,295,155,-162.5,-162.5,NA,155,230,240,250,NA,250,700,"2"
"829","Saxby Morley","M","SBD","Wraps",23,"20-23","M-OR",73.85,"75",140,160,-180,NA,160,-90,90,100,NA,100,160,180,200,NA,200,460,"1"
"830","Shane Cassidy","M","B","Raw",53,"50-54","M-OR",147.4,"140+",NA,NA,NA,NA,NA,125,132.5,140,NA,140,NA,NA,NA,NA,NA,140,"1"
"831","Thomas Twomey","M","SBD","Wraps",24,"24-34","M-OR",118.65,"125",320,340,360,NA,360,170,180,187.5,NA,187.5,275,290,305,NA,305,852.5,"2"
"832","Timothy English","M","SBD","Wraps",28,"24-34","M-OR",87.6,"90",190,200,207.5,NA,207.5,107.5,115,120,NA,120,185,202.5,205,NA,205,532.5,"5"
"833","Tj Agudera","M","SBD","Wraps",22,"20-23","M-OR",53.7,"56",137.5,145,-152.5,NA,145,62.5,67.5,70,NA,70,130,140,147.5,NA,147.5,362.5,"1"
"834","Todd Shardlow","M","SBD","Wraps",38,"35-39","M-OR",86.4,"90",155,165,175,NA,175,95,100,-107.5,NA,100,200,205,-210,NA,205,480,"6"
"835","Tomasi Misieli Fineanganofo","M","SBD","Wraps",18,"18-19","M-OR",136.2,"140",227.5,240,255,NA,255,130,140,-147.5,NA,140,230,247.5,-260,NA,247.5,642.5,"2"
"836","Tommy Khoury","M","SBD","Wraps",29,"24-34","M-OR",104.5,"110",200,210,220,NA,220,150,160,-165,NA,160,285,300,315,NA,315,695,"6"
"837","Wulff Breitsameter","M","SBD","Wraps",74,"70-74","M-OR",104.95,"110",110,120,130,NA,130,125,130,-132.5,NA,130,170,180,190,NA,190,450,"10"
